grantee,url,amount,date,program,purpose
National Institute on Money in State Politics,https://hewlett.org/grants/national-institute-on-money-in-state-politics-for-general-operating-support-3/,75000,2018-09-09,Madison Initiative,For General Operating Support
Magical Bridge Foundation,https://hewlett.org/grants/magical-bridge-foundation-for-the-magical-bridge-playground-in-mountain-view/,200000,2018-09-09,Special Projects,For The Magical Bridge Playground In Mountain View
Partnership for Public Service,https://hewlett.org/grants/partnership-for-public-service-for-general-operating-support-1/,250000,2018-09-09,Madison Initiative,For General Operating Support
Take Back Our Republic,https://hewlett.org/grants/take-back-our-republic-for-general-operating-support-2/,1000000,2018-09-09,Madison Initiative,For General Operating Support
Rose Foundation for Communities and the Environment,https://hewlett.org/grants/rose-foundation-for-communities-and-the-environment-for-the-25th-anniversary-and-film-festival-sponsorship/,5000,2018-09-07,Environment,For The 25th Anniversary And Film Festival Sponsorship
Vote Solar,https://hewlett.org/grants/vote-solar-for-organizational-effectiveness-support-of-internal-diversity-and-inclusion-efforts/,80000,2018-09-07,Environment,For Organizational Effectiveness Support Of Internal Diversity And Inclusion Efforts
Center for Cultural Innovation,https://hewlett.org/grants/center-for-cultural-innovation-for-the-california-arts-leadership-investments-cali-regranting-program/,950000,2018-09-07,Performing Arts,For The California Arts Leadership Investments (CALI) Regranting Program
National Association of State Energy Officials,https://hewlett.org/grants/national-association-of-state-energy-officials-for-the-2019-u-s-energy-and-employment-report/,250000,2018-09-07,Environment,For The 2019 U.S. Energy And Employment Report
United Tribes of Bristol Bay,https://hewlett.org/grants/united-tribes-of-bristol-bay-for-fundraising-capacity-building/,40000,2018-09-07,Environment,For Fundraising Capacity Building
Sustainable Northwest,https://hewlett.org/grants/sustainable-northwest-for-the-klamath-basin-program-3/,230000,2018-09-05,Environment,For The Klamath Basin Program
Southern Education Foundation,https://hewlett.org/grants/southern-education-foundation-for-support-of-education-leaders-who-are-addressing-issues-of-equity-and-education-in-the-south/,800000,2018-09-05,Education,For Support Of Education Leaders Who Are Addressing Issues Of Equity And Education In The South
Energy Foundation,https://hewlett.org/grants/energy-foundation-for-development-of-a-china-focused-climate-finance-strategy/,250000,2018-09-05,Environment,For Development Of A China-focused Climate Finance Strategy
American Prospect,https://hewlett.org/grants/american-prospect-for-a-series-of-articles-on-neoliberalism/,150000,2018-09-05,Special Projects,For A Series Of Articles On Neoliberalism
The Climate Group,https://hewlett.org/grants/the-climate-group-for-u-s-based-communication-support-for-zero-emission-vehicles/,25000,2018-09-05,Environment,For U.S.-based Communication Support For Zero Emission Vehicles
Energy Foundation,https://hewlett.org/grants/energy-foundation-for-energy-foundation-china-0/,7750000,2018-09-05,Environment,For Energy Foundation China
Open Space Institute,https://hewlett.org/grants/open-space-institute-for-the-outdoors-america-campaign-4/,350000,2018-09-05,Environment,For The Outdoors America Campaign
"Student Organizing, Inc.",https://hewlett.org/grants/student-organizing-inc-for-promoting-faculty-adoption-of-open-textbooks-and-oer/,350000,2018-09-05,Education,For Promoting Faculty Adoption Of Open Textbooks And OER
"Student Organizing, Inc.",https://hewlett.org/grants/student-organizing-inc-for-promoting-faculty-adoption-of-open-textbooks-and-oer/,350000,2018-09-05,Education,For Promoting Faculty Adoption Of Open Textbooks And OER
Oxfam America,https://hewlett.org/grants/oxfam-america-for-support-of-u-s-international-climate-finance/,180000,2018-09-05,Environment,For Support Of U.S. International Climate Finance
The Regulatory Assistance Project,https://hewlett.org/grants/the-regulatory-assistance-project-for-strengthening-power-system-modeling-capacity-in-indian-states/,800000,2018-09-05,Environment,For Strengthening Power-system Modeling Capacity In Indian States
New Venture Fund,https://hewlett.org/grants/new-venture-fund-for-the-salmon-state-project-2/,510000,2018-09-05,Environment,For The Salmon State Project
Purpose Global PBC,https://hewlett.org/grants/purpose-global-pbc-for-the-new-american-road-trip/,300000,2018-09-05,Environment,For The New American Road Trip
Climate Policy Initiative,https://hewlett.org/grants/climate-policy-initiative-for-general-operating-support-0/,1250000,2018-09-04,Environment,For General Operating Support
Canadian Environmental Grantmakers' Network,https://hewlett.org/grants/canadian-environmental-grantmakers-network-for-annual-membership-fees/,5000,2018-09-04,Environment,For Annual Membership Fees
Sierra Club Foundation,https://hewlett.org/grants/sierra-club-foundation-for-the-our-wild-america-program-0/,300000,2018-09-04,Environment,For The Our Wild America Program
Backcountry Hunters and Anglers,https://hewlett.org/grants/backcountry-hunters-and-anglers-for-general-operating-support-5/,200000,2018-09-04,Environment,For General Operating Support
Observer Research Foundation,https://hewlett.org/grants/observer-research-foundation-for-support-of-the-cyber-initiative-1/,233000,2018-09-04,Cyber,For Support Of The Cyber Initiative
Backcountry Hunters and Anglers,https://hewlett.org/grants/backcountry-hunters-and-anglers-for-general-operating-support-5/,200000,2018-09-04,Environment,For General Operating Support
Observer Research Foundation,https://hewlett.org/grants/observer-research-foundation-for-support-of-the-cyber-initiative-1/,233000,2018-09-04,Cyber,For Support Of The Cyber Initiative
Sonoma County Transportation Authority,https://hewlett.org/grants/sonoma-county-transportation-authority-for-the-renewal-enterprise-district/,1000000,2018-08-29,Effective Philanthropy,For The Renewal Enterprise District
Bridgespan Group,https://hewlett.org/grants/bridgespan-group-for-sponsorship-of-madison-grantees-participation-in-the-future-leaders-program/,15000,2018-08-29,Madison Initiative,For Sponsorship Of Madison Grantees' Participation In The Future Leaders Program
Stanford University,https://hewlett.org/grants/stanford-university-for-the-center-for-advanced-study-in-the-behavioral-sciences-casbs/,150000,2018-08-29,Special Projects,For The Center For Advanced Study In The Behavioral Sciences (CASBS)
Z Space Studio,https://hewlett.org/grants/z-space-studio-for-financial-planning/,40000,2018-08-28,Performing Arts,For Financial Planning
Advocates for Youth,https://hewlett.org/grants/advocates-for-youth-for-support-of-the-young-women-of-color-leadership-council/,300000,2018-08-28,Global Development and Population,For Support Of The Young Women Of Color Leadership Council
University of the Witwatersrand,https://hewlett.org/grants/university-of-the-witwatersrand-for-support-to-document-african-evidence-informed-policymaking-and-implementation/,550000,2018-08-28,Global Development and Population,For Support To Document African Evidence-informed Policymaking And Implementation
Palo Alto History Museum,https://hewlett.org/grants/palo-alto-history-museum-for-general-operating-support/,250000,2018-08-27,Special Projects,For General Operating Support
Western Interstate Commission for Higher Education,https://hewlett.org/grants/western-interstate-commission-for-higher-education-for-sponsorship-of-a-multi-state-oer-summit/,70000,2018-08-27,Education,For Sponsorship Of A Multi State OER Summit
New Venture Fund,https://hewlett.org/grants/new-venture-fund-for-the-fund-for-a-safer-future/,500000,2018-08-27,Special Projects,For The Fund For A Safer Future
School of Arts and Culture at MHP,https://hewlett.org/grants/school-of-arts-and-culture-at-mhp-for-executive-transition/,50000,2018-08-27,Performing Arts,For Executive Transition
Oregon Symphony Association,https://hewlett.org/grants/oregon-symphony-association-for-the-symphony-commission-on-homelessness/,65000,2018-08-27,Special Projects,For The Symphony Commission On Homelessness
Virginia Tech Foundation,https://hewlett.org/grants/virginia-tech-foundation-for-the-cyberleaders-2020-program-0/,50000,2018-08-25,Cyber,For The CyberLeaders 2020 Program
University of Washington,https://hewlett.org/grants/university-of-washington-for-support-of-the-tech-policy-lab-1/,200000,2018-08-24,Cyber,For Support Of The Tech Policy Lab
George Washington University,https://hewlett.org/grants/george-washington-university-for-sponsorship-of-the-monkey-cage-reception/,5000,2018-08-23,Madison Initiative,For Sponsorship Of The Monkey Cage Reception
The Rebus Foundation,https://hewlett.org/grants/the-rebus-foundation-for-developing-a-platform-to-support-collaborative-creation-and-publication-of-oer/,700000,2018-08-23,Education,For Developing A Platform To Support Collaborative Creation And Publication Of OER
Rockefeller Archive Center,https://hewlett.org/grants/rockefeller-archive-center-for-a-hewlett-foundation-records-project/,340000,2018-08-23,Special Projects,For A Hewlett Foundation Records Project
Development Gateway Foundation,https://hewlett.org/grants/development-gateway-foundation-for-the-promotion-of-feminist-open-government-and-open-data/,100000,2018-08-23,Global Development and Population,For The Promotion Of Feminist Open Government And Open Data
National Center for Research in Advanced Information and Digital Technology,https://hewlett.org/grants/national-center-for-research-in-advanced-information-and-digital-technology-for-design-implementation-and-research-to-support-meaningful-use-of-oer-in-deeper-learning-contexts/,650000,2018-08-23,Education,"For Design, Implementation, And Research To Support Meaningful Use Of OER In Deeper Learning Contexts"
Intelligent Television,https://hewlett.org/grants/intelligent-television-for-rendering-mit-open-courseware-under-more-open-licenses-to-increase-access-and-use/,150000,2018-08-23,Education,For Rendering MIT Open CourseWare Under More Open Licenses To Increase Access And Use
Rockwood Leadership Institute,https://hewlett.org/grants/rockwood-leadership-institute-for-leadership-and-collaboration-training-for-social-justice-leaders-in-mexico-0/,40000,2018-08-22,Global Development and Population,For Leadership And Collaboration Training For Social Justice Leaders In Mexico
Jobs to Move America,https://hewlett.org/grants/jobs-to-move-america-for-the-clean-public-transportation-program/,400000,2018-08-22,Environment,For The Clean Public Transportation Program
Controla Tu Gobierno,https://hewlett.org/grants/controla-tu-gobierno-for-a-project-to-strengthen-citizen-participation-in-the-conservation-of-water-resources-0/,413000,2018-08-21,Global Development and Population,For A Project To Strengthen Citizen Participation In The Conservation Of Water Resources
Congressional Management Foundation,https://hewlett.org/grants/congressional-management-foundation-for-support-of-participating-in-the-bridgespan-groups-leading-for-impact-program/,67500,2018-08-21,Madison Initiative,For Support Of Participating In The Bridgespan Group's Leading For Impact Program
Arizona State University Foundation For A New American University,https://hewlett.org/grants/arizona-state-university-foundation-for-a-new-american-university-for-a-project-on-ai-using-sci-fi-to-explore-real-world-challenges-and-opportunities-of-ai/,100000,2018-08-21,Cyber,For A Project On AI Using Sci-fi To Explore Real-world Challenges And Opportunities Of AI
Economic and Social Research Foundation,https://hewlett.org/grants/economic-and-social-research-foundation-for-expanding-impact-evaluation-in-tanzania/,50000,2018-08-21,Global Development and Population,For Expanding Impact Evaluation In Tanzania
University of the Witwatersrand,https://hewlett.org/grants/university-of-the-witwatersrand-for-the-african-centre-for-the-study-of-the-united-states/,307000,2018-08-21,Global Development and Population,For The African Centre For The Study Of The United States
Dream Corps,https://hewlett.org/grants/dream-corps-for-general-operating-support-0/,500000,2018-08-20,Special Projects,For General Operating Support
"Prison Communities International, Inc.",https://hewlett.org/grants/prison-communities-international-inc-for-general-operating-support/,60000,2018-08-20,Special Projects,For General Operating Support
American University,https://hewlett.org/grants/american-university-for-support-to-develop-gender-sensitive-macroeconomic-models-for-policy-analysis-0/,250000,2018-08-20,Global Development and Population,For Support To Develop Gender-sensitive Macroeconomic Models For Policy Analysis
Salzburg Global Seminar,https://hewlett.org/grants/salzburg-global-seminar-for-sponsorship-of-talent-management-within-philanthropy-conferences/,75000,2018-08-20,Special Projects,For Sponsorship Of Talent Management Within Philanthropy Conferences
Palo Alto Art Center Foundation,https://hewlett.org/grants/palo-alto-art-center-foundation-for-strategic-planning/,48000,2018-08-19,Performing Arts,For Strategic Planning
Media Impact funders,https://hewlett.org/grants/media-impact-funders-for-strategic-planning/,30000,2018-08-18,Madison Initiative,For Strategic Planning
The Learning Accelerator,https://hewlett.org/grants/the-learning-accelerator-for-investigating-the-current-state-of-oer-in-deeper-learning-settings/,58651,2018-08-17,Education,For Investigating The Current State Of OER In Deeper Learning Settings
Wiki Education Foundation,https://hewlett.org/grants/wiki-education-foundation-for-general-operating-support-1/,425000,2018-08-17,Education,For General Operating Support
Learning Forward,https://hewlett.org/grants/learning-forward-for-support-of-an-executive-transition/,50000,2018-08-17,Education,For Support Of An Executive Transition
Africa's Voices Foundation,https://hewlett.org/grants/africas-voices-foundation-for-general-operating-support/,600000,2018-08-17,Global Development and Population,For General Operating Support
Online News Association,https://hewlett.org/grants/online-news-association-for-sponsorship-of-the-online-news-association-2018-conference-luncheon-on-disinformation/,25000,2018-08-17,Madison Initiative,For Sponsorship Of The Online News Association 2018 Conference Luncheon On Disinformation
Hispanic Access Foundation,https://hewlett.org/grants/hispanic-access-foundation-for-general-operating-support/,1000000,2018-08-16,Environment,For General Operating Support
University of Texas at Austin,https://hewlett.org/grants/university-of-texas-at-austin-for-support-of-an-integrated-cybersecurity-studies-program-1/,250000,2018-08-14,Cyber,For Support Of An Integrated Cybersecurity Studies Program
Center for New Music San Francisco,https://hewlett.org/grants/center-for-new-music-san-francisco-for-general-operating-support-0/,50000,2018-08-14,Performing Arts,For General Operating Support
Clean Energy Credit Union,https://hewlett.org/grants/clean-energy-credit-union-for-cecus-2018-operations-launch-and-climate-impact-research/,150000,2018-08-13,Environment,For CECU's 2018 Operations Launch And Climate Impact Research
Sonoran Institute,https://hewlett.org/grants/sonoran-institute-for-general-operating-support/,400000,2018-08-13,Environment,For General Operating Support
Silicon Valley Creates,https://hewlett.org/grants/silicon-valley-creates-for-communications-planning/,50000,2018-08-11,Performing Arts,For Communications Planning
International Development Research Centre,https://hewlett.org/grants/international-development-research-centre-for-support-of-a-network-of-researchers-providing-rapid-response-policy-analysis/,1000000,2018-08-10,Global Development and Population,For Support Of A Network Of Researchers Providing Rapid Response Policy Analysis
Center for Global Development,https://hewlett.org/grants/center-for-global-development-for-center-for-global-developments-diversity-and-inclusion-activities/,50000,2018-08-09,Global Development and Population,For Center For Global Development's Diversity And Inclusion Activities
American Lung Association,https://hewlett.org/grants/american-lung-association-for-the-healthy-air-campaign-2/,650000,2018-08-09,Environment,For The Healthy Air Campaign
Carbon Tracker Initiative,https://hewlett.org/grants/carbon-tracker-initiative-for-communications-legal-and-governance-capacity-building/,80000,2018-08-09,Environment,"For Communications, Legal, And Governance Capacity Building"
European Climate Foundation,https://hewlett.org/grants/european-climate-foundation-for-the-global-strategic-communications-council-and-the-philanthropy-task-force/,1025000,2018-08-09,Environment,For The Global Strategic Communications Council And The Philanthropy Task Force
Global Health Corps,https://hewlett.org/grants/global-health-corps-for-support-of-integrating-global-health-corps-community-portal-with-salesforce/,45000,2018-08-09,Global Development and Population,For Support Of Integrating Global Health Corps Community Portal With Salesforce
Public Land Solutions,https://hewlett.org/grants/public-land-solutions-for-general-operating-support-2/,125000,2018-08-08,Environment,For General Operating Support
Commonwealth of Learning,https://hewlett.org/grants/commonwealth-of-learning-for-general-operating-support/,600000,2018-08-08,Education,For General Operating Support
Oakland Leaf Foundation,https://hewlett.org/grants/oakland-leaf-foundation-for-general-operating-support/,200000,2018-08-07,Effective Philanthropy,For General Operating Support
Safe Passages,https://hewlett.org/grants/safe-passages-for-general-operating-support/,200000,2018-08-07,Effective Philanthropy,For General Operating Support
Enterprise for Youth,https://hewlett.org/grants/enterprise-for-youth-for-general-operating-support/,200000,2018-08-07,Effective Philanthropy,For General Operating Support
United Nations Foundation,https://hewlett.org/grants/united-nations-foundation-for-u-s-climate-alliance-ghg-inventory-support-and-annual-report/,185000,2018-08-07,Environment,For U.S. Climate Alliance GHG Inventory Support And Annual Report
Scripted Inc,https://hewlett.org/grants/scripted-inc-for-general-operating-support/,200000,2018-08-07,Effective Philanthropy,For General Operating Support
Generation Citizen,https://hewlett.org/grants/generation-citizen-for-general-operating-support/,200000,2018-08-07,Effective Philanthropy,For General Operating Support
Institute for Multi-Stakeholder Initiative Integrity,https://hewlett.org/grants/institute-for-multi-stakeholder-initiative-integrity-for-board-development/,10000,2018-08-07,Global Development and Population,For Board Development
Tapestry Networks,https://hewlett.org/grants/tapestry-networks-for-a-board-of-directors-cybersecurity-project/,300000,2018-08-06,Cyber,For A Board Of Directors Cybersecurity Project
Stanford University,https://hewlett.org/grants/stanford-university-for-support-of-research-on-party-identification-conducted-by-scholars-at-the-hoover-institution/,75000,2018-08-06,Madison Initiative,For Support Of Research On Party Identification Conducted By Scholars At The Hoover Institution
University of California at Los Angeles,https://hewlett.org/grants/university-of-california-at-los-angeles-for-a-cyber-policy-bootcamp-1/,271000,2018-08-06,Cyber,For A Cyber Policy Bootcamp
Centro de Investigación y Docencia Económicas,https://hewlett.org/grants/centro-de-investigacion-y-docencia-economicas-for-a-project-to-study-participatory-budgeting-for-natural-resource-revenue-in-mexico/,160000,2018-08-03,Global Development and Population,For A Project To Study Participatory Budgeting For Natural Resource Revenue In Mexico
National Public Education Support Fund,https://hewlett.org/grants/national-public-education-support-fund-for-membership-to-the-education-funder-strategy-group/,25000,2018-08-03,Education,For Membership To The Education Funder Strategy Group
CICODEV,https://hewlett.org/grants/cicodev-for-accountability-and-advocacy-related-to-health-services-in-senegal/,650000,2018-08-03,Global Development and Population,For Accountability And Advocacy Related To Health Services In Senegal
Tax Justice Network - Africa,https://hewlett.org/grants/tax-justice-network-africa-for-a-program-to-promote-more-equitable-tax-systems-in-africa-1/,600000,2018-08-03,Global Development and Population,For A Program To Promote More Equitable Tax Systems In Africa
"Great School Choices, Inc.",https://hewlett.org/grants/great-school-choices-inc-for-sponsorship-of-an-event-to-engage-families-around-quality-public-education/,25000,2018-08-03,Education,For Sponsorship Of An Event To Engage Families Around Quality Public Education
"Envision Education, Inc.",https://hewlett.org/grants/envision-education-inc-for-the-deeper-learning-leadership-forum-0/,350000,2018-08-03,Education,For The Deeper Learning Leadership Forum
"The Open Mind Legacy Project, Inc.",https://hewlett.org/grants/the-open-mind-legacy-project-inc-for-the-open-mind-project/,100000,2018-08-03,Special Projects,For The Open Mind Project
CenterPoint,https://hewlett.org/grants/centerpoint-for-general-operating-support-0/,100000,2018-08-03,Education,For General Operating Support
Oxfam America,https://hewlett.org/grants/oxfam-america-for-a-project-to-publish-more-content-from-the-global-south-and-diversify-development-sector-debate/,80000,2018-08-01,Global Development and Population,For A Project To Publish More Content From The Global South And Diversify Development Sector Debate
Brookings Institution,https://hewlett.org/grants/brookings-institution-for-support-of-lawfares-congressional-coverage/,350000,2018-08-01,Madison Initiative,For Support Of Lawfare's Congressional Coverage
"Council on Energy, Environment and Water",https://hewlett.org/grants/council-on-energy-environment-and-water-for-a-research-report-on-the-role-of-green-bonds-in-indias-energy-transition/,30000,2018-08-01,Environment,For A Research Report On The Role Of Green Bonds In India’s Energy Transition
Aspen Institute,https://hewlett.org/grants/aspen-institute-for-support-of-the-cybersecurity-and-technology-program-0/,600000,2018-08-01,Cyber,For Support Of The Cybersecurity And Technology Program
Development Gateway Foundation,https://hewlett.org/grants/development-gateway-foundation-for-support-of-administrative-data-work-in-africa/,625000,2018-08-01,Global Development and Population,For Support Of Administrative Data Work In Africa
Southern Education Foundation,https://hewlett.org/grants/southern-education-foundation-for-sponsorship-of-a-forum-to-engage-educators-and-partners-around-education-issues-in-the-south/,100000,2018-08-01,Education,For Sponsorship Of A Forum To Engage Educators And Partners Around Education Issues In The South
New Venture Fund,https://hewlett.org/grants/new-venture-fund-for-the-colorado-river-sustainability-campaign-0/,100000,2018-08-01,Environment,For The Colorado River Sustainability Campaign
Center for Civic Policy,https://hewlett.org/grants/center-for-civic-policy-for-southern-new-mexicos-clean-energy-strategy/,200000,2018-07-31,Environment,For Southern New Mexico's Clean Energy Strategy
Brookings Institution,https://hewlett.org/grants/brookings-institution-for-mapping-emerging-markets-economic-models-for-the-21st-century/,100000,2018-07-31,Special Projects,For Mapping Emerging Markets' Economic Models For The 21st Century
Growth Philanthropy Network,https://hewlett.org/grants/growth-philanthropy-network-for-membership-in-the-social-impact-exchanges-learning-community-on-scaled-impact/,30000,2018-07-31,Education,For Membership In The Social Impact Exchange’s Learning Community On Scaled Impact
California Alliance of African American Educators,https://hewlett.org/grants/california-alliance-of-african-american-educators-for-sponsorship-of-exploring-teaching-practices-that-successfully-reach-african-american-students/,50000,2018-07-31,Education,For Sponsorship Of Exploring Teaching Practices That Successfully Reach African American Students
Western Conservation Foundation,https://hewlett.org/grants/western-conservation-foundation-for-general-operating-support-11/,350000,2018-07-31,Environment,For General Operating Support
"Ceres, Inc.",https://hewlett.org/grants/ceres-inc-for-general-operating-support-1/,1000000,2018-07-31,Environment,For General Operating Support
George Mason University Foundation,https://hewlett.org/grants/george-mason-university-foundation-for-support-of-the-national-security-institute-0/,150000,2018-07-31,Cyber,For Support Of The National Security Institute
Community Partners,https://hewlett.org/grants/community-partners-for-support-of-the-fund-the-people-project/,54500,2018-07-31,Effective Philanthropy,For Support Of The Fund The People Project
California Clean Energy Fund,https://hewlett.org/grants/california-clean-energy-fund-for-u-s-india-catalytic-solar-finance-program/,3200000,2018-07-31,Environment,For U.S.-India Catalytic Solar Finance Program
Tufts University,https://hewlett.org/grants/tufts-university-for-the-climate-policy-lab-0/,400000,2018-07-31,Environment,For The Climate Policy Lab
Alameda County Office of Education,https://hewlett.org/grants/alameda-county-office-of-education-for-staff-development/,20000,2018-07-30,Performing Arts,For Staff Development
Wild Salmon Center,https://hewlett.org/grants/wild-salmon-center-for-general-operating-support/,150000,2018-07-27,Environment,For General Operating Support
Partnership Project,https://hewlett.org/grants/partnership-project-for-assembling-a-new-environmental-leadership-network/,100000,2018-07-27,Environment,For Assembling A New Environmental Leadership Network
Streetside Stories,https://hewlett.org/grants/streetside-stories-for-strategic-restructuring/,80000,2018-07-27,Performing Arts,For Strategic Restructuring
Western Landowners Alliance,https://hewlett.org/grants/western-landowners-alliance-for-general-operating-support-0/,300000,2018-07-27,Environment,For General Operating Support
Center for Large Landscape Conservation,https://hewlett.org/grants/center-for-large-landscape-conservation-for-general-operating-support-0/,75000,2018-07-27,Environment,For General Operating Support
Collaborative Africa Budget Reform Initiative,https://hewlett.org/grants/collaborative-africa-budget-reform-initiative-for-general-operating-support-1/,600000,2018-07-27,Global Development and Population,For General Operating Support
Performing Arts Workshop,https://hewlett.org/grants/performing-arts-workshop-for-general-operating-support-2/,15000,2018-07-27,Performing Arts,For General Operating Support
Greenlining Institute,https://hewlett.org/grants/greenlining-institute-for-general-operating-support/,250000,2018-07-27,Special Projects,For General Operating Support
United Nations Foundation,https://hewlett.org/grants/united-nations-foundation-for-an-evaluation-of-the-global-partnership-for-sustainable-development-data/,350000,2018-07-27,Global Development and Population,For An Evaluation Of The Global Partnership For Sustainable Development Data
Sierra Club Foundation,https://hewlett.org/grants/sierra-club-foundation-for-focusing-momentum-on-electric-vehicle-solutions-0/,125000,2018-07-26,Environment,For Focusing Momentum On Electric Vehicle Solutions
Brown University,https://hewlett.org/grants/brown-university-for-the-center-for-the-study-of-slavery-and-justice/,150000,2018-07-25,Special Projects,For The Center For The Study Of Slavery And Justice
"Security BSides Las Vegas, Inc.",https://hewlett.org/grants/security-bsides-las-vegas-inc-for-sponsorship-of-bsides-las-vegas/,10000,2018-07-25,Cyber,For Sponsorship Of BSides Las Vegas
Rise,https://hewlett.org/grants/rise-for-general-operating-support/,110000,2018-07-25,Special Projects,For General Operating Support
National Public Education Support Fund,https://hewlett.org/grants/national-public-education-support-fund-for-membership-to-the-grantmakers-for-thriving-youth/,20000,2018-07-24,Education,For Membership To The Grantmakers For Thriving Youth
"Envision Education, Inc.",https://hewlett.org/grants/envision-education-inc-for-an-evaluation-of-the-deeper-learning-leadership-forum/,15000,2018-07-24,Education,For An Evaluation Of The Deeper Learning Leadership Forum
Northern California Community Loan Fund,https://hewlett.org/grants/northern-california-community-loan-fund-for-general-operating-support/,75000,2018-07-24,Special Projects,For General Operating Support
Environmental Grantmakers Association,https://hewlett.org/grants/environmental-grantmakers-association-for-sponsorship-of-the-2018-environmental-grantmakers-association-retreat/,10000,2018-07-23,Special Projects,For Sponsorship Of The 2018 Environmental Grantmakers Association Retreat
Education Trust,https://hewlett.org/grants/education-trust-for-support-of-diversity-equity-and-inclusion-work/,50000,2018-07-23,Education,"For Support Of Diversity, Equity, And Inclusion Work"
Physicians for Reproductive Health,https://hewlett.org/grants/physicians-for-reproductive-health-for-fundraising-planning-and-membership-development/,20000,2018-07-23,Global Development and Population,For Fundraising Planning And Membership Development
Global Fairness Initiative,https://hewlett.org/grants/global-fairness-initiative-for-a-study-of-the-informal-economy/,75000,2018-07-23,Global Development and Population,For A Study Of The Informal Economy
League of Conservation Voters Education Fund,https://hewlett.org/grants/league-of-conservation-voters-education-fund-for-organizational-effectiveness-support-of-internal-diversity-and-inclusion-training/,47000,2018-07-21,Environment,For Organizational Effectiveness Support Of Internal Diversity And Inclusion Training
New Venture Fund,https://hewlett.org/grants/new-venture-fund-for-climate-interactives-en-roads-project/,400000,2018-07-21,Environment,For Climate Interactive's En-ROADS Project
Coalition for Green Capital,https://hewlett.org/grants/coalition-for-green-capital-for-u-s-green-bank-initiative-and-green-bank-consortium/,700000,2018-07-21,Environment,For U.S. Green Bank Initiative And Green Bank Consortium
Heart of the Rockies Initiative,https://hewlett.org/grants/heart-of-the-rockies-initiative-for-a-study-of-wildlife-corridors/,250000,2018-07-21,Environment,For A Study Of Wildlife Corridors
Partners for Conservation,https://hewlett.org/grants/partners-for-conservation-for-general-operating-support/,100000,2018-07-21,Environment,For General Operating Support
Shared Use Mobility Center,https://hewlett.org/grants/shared-use-mobility-center-for-accelerating-electrification-through-shared-mobility/,250000,2018-07-21,Environment,For Accelerating Electrification Through Shared Mobility
Aspen Global Change Institute,https://hewlett.org/grants/aspen-global-change-institute-for-a-workshop-on-technologies-and-policies-to-decarbonize-industry/,150000,2018-07-21,Environment,For A Workshop On Technologies And Policies To Decarbonize Industry
Earthjustice,https://hewlett.org/grants/earthjustice-for-general-operating-support-4/,1400000,2018-07-21,Environment,For General Operating Support
ClimateWorks Foundation,https://hewlett.org/grants/climateworks-foundation-for-the-energy-innovation-project-0/,50000,2018-07-20,Environment,For The Energy Innovation Project
BlueGreen Alliance Foundation,https://hewlett.org/grants/bluegreen-alliance-foundation-for-the-coalition-of-the-willing-project/,1000000,2018-07-20,Environment,For The Coalition Of The Willing Project
Harvard University,https://hewlett.org/grants/harvard-university-for-a-project-on-cybersecurity-and-using-data-for-public-good-at-the-berkman-klein-center-0/,350000,2018-07-19,Cyber,For A Project On Cybersecurity And Using Data For Public Good At The Berkman Klein Center
Institute for the Future,https://hewlett.org/grants/institute-for-the-future-for-support-of-research-on-digital-disinformation-and-political-polarization-in-the-u-s/,150000,2018-07-19,Madison Initiative,For Support Of Research On Digital Disinformation And Political Polarization In The U.S.
Michigan State University,https://hewlett.org/grants/michigan-state-university-for-researching-networking-and-extending-state-political-leadership-programs-0/,12000,2018-07-19,Madison Initiative,"For Researching, Networking, And Extending State Political Leadership Programs"
Data and Society Research Institute,https://hewlett.org/grants/data-and-society-research-institute-for-support-of-their-media-manipulation-initiative/,600000,2018-07-19,Madison Initiative,For Support Of Their Media Manipulation Initiative
Internet and Jurisdiction,https://hewlett.org/grants/internet-and-jurisdiction-for-a-project-on-jurisdictional-challenges-to-data-requests-0/,250000,2018-07-18,Cyber,For A Project On Jurisdictional Challenges To Data Requests
National Equity Project,https://hewlett.org/grants/national-equity-project-for-general-operating-support/,750000,2018-07-18,Education,For General Operating Support
Big Picture Company,https://hewlett.org/grants/big-picture-company-for-sponsorship-of-education-leaders-to-attend-an-annual-professional-learning-gathering/,25000,2018-07-18,Education,For Sponsorship Of Education Leaders To Attend An Annual Professional Learning Gathering
Makerere University,https://hewlett.org/grants/makerere-university-for-planning-activities-to-establish-a-center-for-data-technology/,200000,2018-07-17,Global Development and Population,For Planning Activities To Establish A Center For Data Technology
Community Initiatives,https://hewlett.org/grants/community-initiatives-for-sponsorship-of-women-in-security-and-privacy-wisp-at-def-con/,20000,2018-07-16,Cyber,For Sponsorship Of Women In Security And Privacy (WISP) At DEF CON
Berkeley Society for the Preservation of Traditional Music,https://hewlett.org/grants/berkeley-society-for-the-preservation-of-traditional-music-for-equity-and-inclusion-capacity-building/,50000,2018-07-13,Performing Arts,For Equity And Inclusion Capacity Building
Ipas,https://hewlett.org/grants/ipas-for-support-of-ipas-regional-strategy-in-francophone-west-africa/,1000000,2018-07-13,Global Development and Population,For Support Of Ipas' Regional Strategy In Francophone West Africa
California Forward,https://hewlett.org/grants/california-forward-for-support-of-community-collaboration-in-the-sonoma-fires-recovery-effort/,260000,2018-07-13,Effective Philanthropy,For Support Of Community Collaboration In The Sonoma Fires Recovery Effort
